GEOID,sovi,rank,fema_region
g16077,-1.4856474065551983,91.0,FEMA_10
g16079,1.8990044612215236,32.0,FEMA_10
g16081,-6.469305362671352,118.0,FEMA_10
g16083,0.7396728481088576,52.0,FEMA_10
g16085,-4.797626753730234,114.0,FEMA_10
g16087,3.2615109891887406,10.0,FEMA_10
g17001,0.17160409984856045,234.0,FEMA_5
g17003,0.9529683397693284,170.0,FEMA_5
g17005,-0.0551593076068511,259.0,FEMA_5
g17007,-0.0014893088420640521,254.0,FEMA_5
g17009,-1.019632359067675,355.0,FEMA_5
g17011,0.08961571271687675,239.0,FEMA_5
g17013,-0.05019220875965974,257.0,FEMA_5
g17015,2.1542996583004728,84.0,FEMA_5
g17017,3.294904313519982,43.0,FEMA_5
g17019,-0.939103812969651,350.0,FEMA_5
g17021,0.08623579422020239,241.0,FEMA_5
g17023,0.19881585905885257,230.0,FEMA_5
g17025,0.7290201931240277,187.0,FEMA_5
g17027,-3.3636085758034486,491.0,FEMA_5
g17029,0.7755130171981136,183.0,FEMA_5
g17031,9.346561201742647,3.0,FEMA_5
g17033,-1.242077149285952,376.0,FEMA_5
g17035,-0.5045375863704809,311.0,FEMA_5
g17037,-2.0252779826144285,423.0,FEMA_5
g17039,-1.4060012560443782,391.0,FEMA_5
g17041,1.861425902010507,101.0,FEMA_5
g17043,-1.5487677178676433,396.0,FEMA_5
g17045,2.454881932067403,74.0,FEMA_5
g17047,-0.45872112444684277,304.0,FEMA_5
g17049,-1.8450380815744045,413.0,FEMA_5
g17051,-0.8290066973570029,341.0,FEMA_5
g17053,1.1121583286676002,155.0,FEMA_5
g17055,2.6123659739830463,65.0,FEMA_5
g17057,-0.2467135733123914,281.0,FEMA_5
g17059,3.7052419296569097,33.0,FEMA_5
g17061,-0.8599853568036182,343.0,FEMA_5
g17063,-3.1124105334599967,482.0,FEMA_5
g17065,1.1243690053195299,154.0,FEMA_5
g17067,1.0941788415358535,158.0,FEMA_5
g17069,1.2869989722124942,145.0,FEMA_5
g17071,1.0319510157961225,165.0,FEMA_5
g17073,-0.4219287165133806,297.0,FEMA_5
g17075,1.920935781614633,100.0,FEMA_5
g17077,-0.6302424067364771,322.0,FEMA_5
g17079,-0.6552821744303727,325.0,FEMA_5
g17081,-0.4657449338193934,306.0,FEMA_5
g17083,-1.7033801860186792,406.0,FEMA_5
g17085,1.0645272732275894,162.0,FEMA_5
g17087,-5.948041232320122,519.0,FEMA_5
g17089,2.4459719071138104,75.0,FEMA_5
g17091,1.4667430562365442,127.0,FEMA_5
g17093,-5.193941035874414,508.0,FEMA_5
g17095,2.492154902532001,72.0,FEMA_5
g17097,-1.2946436805571486,380.0,FEMA_5
g17099,0.4420633876383681,217.0,FEMA_5
g17101,-5.916998879451502,518.0,FEMA_5
g17103,-1.157564486899469,369.0,FEMA_5
g17105,-0.6897363369809028,330.0,FEMA_5
g17107,0.0270621618730833,252.0,FEMA_5
g17109,-1.1464723035604258,368.0,FEMA_5
g17111,-4.156389876550095,500.0,FEMA_5
g17113,-2.8291254629340363,465.0,FEMA_5
g17115,2.0597024734005753,89.0,FEMA_5
g17117,0.11463398664671487,238.0,FEMA_5
g17119,-0.9195725398965289,346.0,FEMA_5
g17121,2.000852841364499,95.0,FEMA_5
g17123,0.07119949298286843,242.0,FEMA_5
g17125,1.5987523449965977,118.0,FEMA_5
g17127,2.2715662421467795,79.0,FEMA_5
g17129,-1.1646200335636863,372.0,FEMA_5
g17131,-0.07393990712640797,262.0,FEMA_5
g17133,-4.423261156746957,504.0,FEMA_5
g17135,-0.9081975669497728,344.0,FEMA_5
g17137,0.6181821988935676,201.0,FEMA_5
g17139,0.9466349936616896,171.0,FEMA_5
g17141,-0.7609276171145006,335.0,FEMA_5
g17143,1.0900662133778256,160.0,FEMA_5
g17145,-2.535427782325606,448.0,FEMA_5
g17147,-2.704850960876481,457.0,FEMA_5
g17149,1.5527435339775506,121.0,FEMA_5
g17151,2.7303076773291224,59.0,FEMA_5
g17153,4.157506157607356,24.0,FEMA_5
g17155,-2.1467822414609437,431.0,FEMA_5
g17157,-2.7945585293304367,461.0,FEMA_5
g17159,0.8907156182176317,175.0,FEMA_5
g17161,3.0861602353794826,48.0,FEMA_5
g17163,1.2099684598277678,150.0,FEMA_5
g17165,2.8097586672820887,57.0,FEMA_5
g17167,-0.2522452400953398,282.0,FEMA_5
g17169,-1.1258920665056515,367.0,FEMA_5
g17171,0.05667498082308464,244.0,FEMA_5
g17173,-0.43213334319032987,301.0,FEMA_5
g17175,0.12178341484540359,237.0,FEMA_5
g17177,3.0833662916514477,49.0,FEMA_5
g17179,-1.747702502661499,409.0,FEMA_5
g17181,1.8279289283156777,104.0,FEMA_5
g17183,2.8158432594267575,55.0,FEMA_5
g17185,0.46886864271117745,214.0,FEMA_5
g17187,3.571822398077453,35.0,FEMA_5
g17189,-1.2720153728360926,378.0,FEMA_5
g17191,1.304313923619217,142.0,FEMA_5
g17193,3.9304059994209353,26.0,FEMA_5
g17195,2.195531668382435,82.0,FEMA_5
g17197,-2.413639265994662,444.0,FEMA_5
g17199,0.9066126630903624,172.0,FEMA_5
g17201,2.9149396311333637,51.0,FEMA_5
g17203,-3.158807190605291,484.0,FEMA_5
g18001,2.1616673675049505,83.0,FEMA_5
g18003,0.6392916819263716,200.0,FEMA_5
g18005,-1.3292472392344576,382.0,FEMA_5
g18007,0.197606819721871,231.0,FEMA_5
g18009,1.1060998840705103,157.0,FEMA_5
g18011,-5.465906014481236,511.0,FEMA_5
g18013,-1.4768493204968263,393.0,FEMA_5
g18015,-1.079404541275771,362.0,FEMA_5
g18017,2.885895333461356,52.0,FEMA_5
g18019,-0.13384376739861636,269.0,FEMA_5
g18021,-0.8596178231714947,342.0,FEMA_5
g18023,3.177962713546942,46.0,FEMA_5
g18025,-0.3281108646226971,291.0,FEMA_5
g18027,2.14682677947144,85.0,FEMA_5
g18029,-3.2439781289738914,488.0,FEMA_5
g18031,-0.7955280563258168,339.0,FEMA_5
g18033,-1.9421362709935006,417.0,FEMA_5
g18035,1.5853705458862792,119.0,FEMA_5
g18037,-1.3887603848271224,389.0,FEMA_5
g18039,2.6429117560608346,63.0,FEMA_5
g18041,2.8141942249045098,56.0,FEMA_5
g18043,-0.015736285212037293,255.0,FEMA_5
g18045,-0.2643079039578393,284.0,FEMA_5
g18047,-3.00712070573706,476.0,FEMA_5
g18049,-0.4044989556343879,295.0,FEMA_5
g18051,-2.002311860720406,419.0,FEMA_5
g18053,2.6624990001113273,62.0,FEMA_5
g18055,-0.49229531532376597,309.0,FEMA_5
g18057,-6.757559673712653,523.0,FEMA_5
g18059,-3.663729994972784,494.0,FEMA_5
g18061,-2.835046644317972,467.0,FEMA_5
g18063,-5.230386594701177,510.0,FEMA_5
g18065,-0.6769401199310391,328.0,FEMA_5
g18067,1.453999905506371,129.0,FEMA_5
g18069,-0.778617839995575,337.0,FEMA_5
g18071,-0.486680382224789,308.0,FEMA_5
g18073,-2.187547607420016,437.0,FEMA_5
g18075,1.021223574762922,166.0,FEMA_5
g18077,0.7921344748499475,182.0,FEMA_5
g18079,-2.8760209948551947,469.0,FEMA_5
g18081,-3.113813402678103,483.0,FEMA_5
g18083,0.46875262600628603,215.0,FEMA_5
g18085,-1.3810948318134053,388.0,FEMA_5
g18087,6.245270748508668,7.0,FEMA_5
g18089,3.908926249924785,27.0,FEMA_5
g18091,-0.9655925661976426,351.0,FEMA_5
g18093,0.04386841104330941,246.0,FEMA_5
g18095,0.9536404678576609,169.0,FEMA_5
g18097,3.9619310797012806,25.0,FEMA_5
g18099,0.7693658618316335,185.0,FEMA_5
g18101,-1.610767205193128,399.0,FEMA_5
g18103,-2.6634702796758427,453.0,FEMA_5
g18105,-2.1863659834159392,435.0,FEMA_5
g18107,0.03421680067335239,249.0,FEMA_5
g18109,-2.8261833736683344,464.0,FEMA_5
g18111,-1.0425250423158396,357.0,FEMA_5
g18113,1.1086691515493383,156.0,FEMA_5
g18115,-1.3528827367518514,384.0,FEMA_5
g18117,-0.25238895021716046,283.0,FEMA_5
g18119,-1.8369380645653535,412.0,FEMA_5
g18121,0.8998427652465018,173.0,FEMA_5
g18123,-2.9303840816934583,471.0,FEMA_5
g18125,-0.7383645863474475,334.0,FEMA_5
g18127,-2.7625701095961395,458.0,FEMA_5
g18129,-2.5462634990786155,450.0,FEMA_5
g18131,-0.2439911925687497,280.0,FEMA_5
g18133,-4.343111000418439,503.0,FEMA_5
g18135,1.2199039648805547,149.0,FEMA_5
g18137,-0.49385991986912314,310.0,FEMA_5
g18139,-0.1625696116942712,273.0,FEMA_5
g18141,1.5474470256799797,122.0,FEMA_5
g18143,0.03644229510009922,248.0,FEMA_5
g18145,-0.29883832620160855,286.0,FEMA_5
g18147,-2.591021149241965,451.0,FEMA_5
g18149,0.8997662897226172,174.0,FEMA_5
g18151,-2.1745354986709904,434.0,FEMA_5
g18153,-3.3014404002855278,490.0,FEMA_5
g18155,-0.6839123248459278,329.0,FEMA_5
g18157,-2.187451077945341,436.0,FEMA_5
g18159,-0.7220901788322969,333.0,FEMA_5
g18161,-2.005296168121524,421.0,FEMA_5
g18163,1.6777643879159678,113.0,FEMA_5
g18165,0.7046124496839651,189.0,FEMA_5
g18167,-0.12053991053727942,268.0,FEMA_5
g18169,2.227371593166432,80.0,FEMA_5
g18171,-2.4636220018404056,446.0,FEMA_5
g18173,-3.6725061991929486,495.0,FEMA_5
g18175,-1.0949562653207117,365.0,FEMA_5
g18177,3.7315705742858487,32.0,FEMA_5
g18179,-0.42542050378860163,299.0,FEMA_5
g18181,0.6088372688647314,202.0,FEMA_5
g18183,-3.0310950539546173,478.0,FEMA_5
g19001,-0.2324067133917909,228.0,FEMA_7
g19003,-0.05886167560212946,209.0,FEMA_7
g19005,-0.14438987419637933,218.0,FEMA_7
g19007,0.18969581941714886,191.0,FEMA_7
g19009,0.14274291288752136,195.0,FEMA_7
g19011,-0.10334617700376834,214.0,FEMA_7
g19013,0.0427049171663183,199.0,FEMA_7
g19015,-1.684347802638581,320.0,FEMA_7
g19017,-2.84648923904383,362.0,FEMA_7
g19019,-2.243105990421458,336.0,FEMA_7
g19021,2.7101300417934784,45.0,FEMA_7
g19023,-0.16870106670567186,221.0,FEMA_7
g19025,0.9454981280456983,144.0,FEMA_7
g19027,1.2816962936806062,118.0,FEMA_7
g19029,1.447086361670378,109.0,FEMA_7
g19031,-1.92685614443069,328.0,FEMA_7
g19033,0.6838270112260147,155.0,FEMA_7
g19035,-0.16333156052783895,219.0,FEMA_7
g19037,-1.291781738775707,299.0,FEMA_7
g19039,0.5343277804008224,165.0,FEMA_7
g19041,-0.2704041338267257,231.0,FEMA_7
g19043,-0.723958757597574,259.0,FEMA_7
g19045,0.4945581233020545,171.0,FEMA_7
g19047,3.3508324883066414,30.0,FEMA_7
g19049,-5.472964928209607,407.0,FEMA_7
g19051,0.7618296039358714,152.0,FEMA_7
g19053,0.8901078379945624,146.0,FEMA_7
g19055,-2.1895597834017777,334.0,FEMA_7
g19057,1.9265267720693728,76.0,FEMA_7
g19059,-4.2237094800720465,393.0,FEMA_7
g19061,-0.7463834808779506,261.0,FEMA_7
g19063,0.3461740720860788,183.0,FEMA_7
g19065,0.23456540453342822,187.0,FEMA_7
g19067,1.5597462653649097,102.0,FEMA_7
g19069,1.6719467164773192,95.0,FEMA_7
g19071,-0.21557418915708038,224.0,FEMA_7
g19073,0.512449996878279,169.0,FEMA_7
g19075,-2.3947163484185268,343.0,FEMA_7
g19077,-1.1146084412799002,288.0,FEMA_7
g19079,0.06841861296488619,197.0,FEMA_7
g19081,-0.5466713470715849,252.0,FEMA_7
g19083,-1.1664259082846922,290.0,FEMA_7
g19085,-1.027712576034793,283.0,FEMA_7
g19087,0.5798226120048279,159.0,FEMA_7
g19089,0.503003990925396,170.0,FEMA_7
g19091,0.43707001540458573,179.0,FEMA_7
g19093,1.0097085796095855,137.0,FEMA_7
g19095,-2.2558092931326086,337.0,FEMA_7
g19097,-0.9439047280382084,277.0,FEMA_7
g19099,-0.8199566577205548,270.0,FEMA_7
g19101,-3.3523255484217955,375.0,FEMA_7
g19103,-4.360530592723306,394.0,FEMA_7
g19105,-2.3746680657718837,342.0,FEMA_7
g19107,0.1534013846466147,194.0,FEMA_7
g19109,-0.9688298636441472,279.0,FEMA_7
g19111,1.3756405033934653,113.0,FEMA_7
g19113,-2.126407416274601,333.0,FEMA_7
g19115,1.0993846422446483,131.0,FEMA_7
g19117,1.0393135573634755,134.0,FEMA_7
g19119,-1.5659641177678811,315.0,FEMA_7
g19121,-3.9453238420821113,388.0,FEMA_7
g19123,-0.7549926730174238,263.0,FEMA_7
g19125,-2.8931624366358055,363.0,FEMA_7
g19127,2.3138369187533403,55.0,FEMA_7
g19129,-3.620713640003691,376.0,FEMA_7
g19131,-0.3670166835680081,239.0,FEMA_7
g19133,2.1579551494759204,63.0,FEMA_7
g19135,-1.1280185083273442,289.0,FEMA_7
g19137,2.789579482265719,43.0,FEMA_7
g19139,1.0378646141563743,135.0,FEMA_7
g19141,0.030348811315050572,202.0,FEMA_7
g19143,-0.43276002546389297,245.0,FEMA_7
g19145,0.1654223610234814,193.0,FEMA_7
g19147,0.6003014797141865,157.0,FEMA_7
g19149,-2.6678315573698193,355.0,FEMA_7
g19151,0.5658589563977356,161.0,FEMA_7
g19153,-1.6326798072138158,317.0,FEMA_7
g19155,0.7984933953743957,150.0,FEMA_7
g19157,-0.355525732806647,237.0,FEMA_7
g19159,1.5840151087315577,100.0,FEMA_7
g19161,-0.12499227468097163,215.0,FEMA_7
g19163,-0.9826681239996523,280.0,FEMA_7
g19165,-0.42226214839869725,243.0,FEMA_7
g19167,-2.595814252956021,353.0,FEMA_7
g19169,-5.613088150504597,408.0,FEMA_7
g19171,3.0184103987169104,36.0,FEMA_7
g19173,1.3368254701546518,115.0,FEMA_7
g19175,1.497068623005854,104.0,FEMA_7
g19177,0.18491398973117013,192.0,FEMA_7
g19179,3.22879153494872,32.0,FEMA_7
g19181,-2.71545530891456,357.0,FEMA_7
g19183,-0.3597414488216197,238.0,FEMA_7
g19185,1.67917266294796,93.0,FEMA_7
g19187,1.2791177138797178,121.0,FEMA_7
g19189,-0.7519066365607965,262.0,FEMA_7
g19191,-2.992146665768125,369.0,FEMA_7
g19193,2.800939929222182,42.0,FEMA_7
g19195,-0.6819720748359865,258.0,FEMA_7
g19197,1.2803394459212971,119.0,FEMA_7
g20001,2.3421406509125777,53.0,FEMA_7
g20003,1.124750579843215,130.0,FEMA_7
g20005,2.2408910274286247,59.0,FEMA_7
g20007,-0.8569669284680614,273.0,FEMA_7
g20009,1.4469352645328832,110.0,FEMA_7
g20011,1.4101580191734027,111.0,FEMA_7
g20013,5.758868119785482,9.0,FEMA_7
g20015,-2.963813358652058,367.0,FEMA_7
g20017,0.5199285003456524,168.0,FEMA_7
g20019,2.2728749231088528,58.0,FEMA_7
g20021,1.57074355132018,101.0,FEMA_7
g20023,0.22871890856830351,189.0,FEMA_7
g20025,1.904090201406699,80.0,FEMA_7
g20027,-0.8546742949867312,272.0,FEMA_7
g20029,3.592684072660494,22.0,FEMA_7
g20031,-0.34098294110746197,235.0,FEMA_7
g20033,1.1860301525481534,125.0,FEMA_7
g20035,1.8044042713030013,85.0,FEMA_7
g20037,0.8157354244282945,149.0,FEMA_7
g20039,2.3211135215642367,54.0,FEMA_7
g20041,-0.6035899858791924,255.0,FEMA_7
g20043,-0.8033184493969612,267.0,FEMA_7
g20045,-3.32120530012751,374.0,FEMA_7
g20047,-0.4898317928896676,248.0,FEMA_7
g20049,1.1984058636977315,123.0,FEMA_7
g20051,-1.8219534809280717,326.0,FEMA_7
g20053,-3.717984138022068,381.0,FEMA_7
g20055,3.197383146681063,33.0,FEMA_7
g20057,5.253125005382536,11.0,FEMA_7
g20059,-1.3905482129418434,306.0,FEMA_7
g20061,-1.4187103823966676,308.0,FEMA_7
g20063,-2.555439390362937,352.0,FEMA_7
g20065,-1.5495543955840876,314.0,FEMA_7
g20067,3.015643762341835,38.0,FEMA_7
g20069,0.47168368099747626,173.0,FEMA_7
g20071,-0.7592621560300099,264.0,FEMA_7
g20073,1.8400863880055773,82.0,FEMA_7
g20075,0.4704610177050854,174.0,FEMA_7
g20077,2.2331597622118093,60.0,FEMA_7
g20079,1.0154314454921392,136.0,FEMA_7
g20081,-0.32047375520910737,234.0,FEMA_7
g20083,-3.2332187833680095,372.0,FEMA_7
g20085,0.04153629611191628,200.0,FEMA_7
g20087,-3.936904336578818,386.0,FEMA_7
g20089,-1.5783979084409836,316.0,FEMA_7
g20091,-5.974879194273664,409.0,FEMA_7
g20093,0.021270752230795775,203.0,FEMA_7
g20095,0.04416680630050962,198.0,FEMA_7
g20097,-0.41560611966560834,241.0,FEMA_7
g20099,2.1505370809968274,64.0,FEMA_7
g20101,-1.7142396064611631,321.0,FEMA_7
g20103,-4.382321543182802,395.0,FEMA_7
g20105,1.0671977177438499,132.0,FEMA_7
g20107,-2.972483988752889,368.0,FEMA_7
g20109,-0.8132936144976897,269.0,FEMA_7
g20111,2.9550176272252875,39.0,FEMA_7
g20113,-1.0872882624986087,287.0,FEMA_7
g20115,-0.353646858369984,236.0,FEMA_7
g20117,-0.22946743084329363,227.0,FEMA_7
g20119,-0.22149376224817685,225.0,FEMA_7
g20121,-3.2919368568970935,373.0,FEMA_7
g20123,-1.379241843505249,305.0,FEMA_7
g20125,3.4039496222743653,27.0,FEMA_7
g20127,-0.8035813728365206,268.0,FEMA_7
g20129,0.5426410465467071,164.0,FEMA_7
g20131,1.595218366523257,98.0,FEMA_7
g20133,2.2790425932582736,57.0,FEMA_7
g20135,1.2345634256038838,122.0,FEMA_7
g20137,-2.0869905071861727,331.0,FEMA_7
g20139,-1.2012634732727214,292.0,FEMA_7
g20141,1.053227019506433,133.0,FEMA_7
g20143,-3.219747448461419,371.0,FEMA_7
g20145,-3.9386371751490166,387.0,FEMA_7
g20147,0.7263095272797163,154.0,FEMA_7
g20149,-3.88615589166767,385.0,FEMA_7
g20151,-0.4703328880772428,247.0,FEMA_7
g20153,0.4680743449088912,175.0,FEMA_7
g20155,1.3701855365673417,114.0,FEMA_7
g20157,1.184990907842152,126.0,FEMA_7
g20159,1.7992686815440426,86.0,FEMA_7
g20161,-5.065618272558603,402.0,FEMA_7
g20163,0.23100707399284137,188.0,FEMA_7
g20165,-0.06638453397795002,210.0,FEMA_7
g20167,-0.4206744313745893,242.0,FEMA_7
g20169,0.5871554572028482,158.0,FEMA_7
g20171,-0.08409060506258415,211.0,FEMA_7
g20173,0.41480341114819097,181.0,FEMA_7
g20175,7.092178189340985,7.0,FEMA_7
g20177,2.2872202745229098,56.0,FEMA_7
g20179,-1.4589003336109716,311.0,FEMA_7
g20181,1.9242095848327727,77.0,FEMA_7
g20183,2.122283382306642,65.0,FEMA_7
g20185,0.9457585082766244,143.0,FEMA_7
g20187,2.0082006798464986,68.0,FEMA_7
g20189,0.24772674687333632,186.0,FEMA_7
g20191,-0.4309611271705956,244.0,FEMA_7
g20193,-0.4565469804383521,246.0,FEMA_7
g20195,-2.316407088183703,340.0,FEMA_7
g20197,-3.811969681225568,383.0,FEMA_7
g20199,-2.1936172822858233,335.0,FEMA_7
g20201,-1.0753484552897152,285.0,FEMA_7
g20203,-1.3709098253612124,304.0,FEMA_7
g20205,2.5881835869324035,49.0,FEMA_7
g20207,2.419386494980623,52.0,FEMA_7
g20209,7.438161838641384,5.0,FEMA_7
g21001,-0.11666426589892065,373.0,FEMA_4
g21003,-0.8194954189859451,472.0,FEMA_4
g21005,-3.7887171418295487,693.0,FEMA_4
g21007,-2.3422632745168306,629.0,FEMA_4
g21009,0.12315771859059807,342.0,FEMA_4
g21011,-1.1098119976986691,508.0,FEMA_4
g21013,2.72387361415796,85.0,FEMA_4
g21015,-5.792150264600355,725.0,FEMA_4
g21017,0.44353610751977435,291.0,FEMA_4
g21019,-0.3301403422848836,401.0,FEMA_4
g21021,0.26266060638610916,317.0,FEMA_4
g21023,-2.050499358061333,610.0,FEMA_4
g21025,3.200320332784235,63.0,FEMA_4
g21027,-1.468627911932039,555.0,FEMA_4
g21029,-5.41796290909679,720.0,FEMA_4
g21031,-1.155612699714299,516.0,FEMA_4
g21033,0.152005018669295,335.0,FEMA_4
g21035,-0.8228504990536182,473.0,FEMA_4
g21037,-2.7299219880516743,650.0,FEMA_4
g21039,0.36730429736947434,300.0,FEMA_4
g21041,1.7912368382691195,145.0,FEMA_4
g21043,-1.1638942079542698,518.0,FEMA_4
g21045,0.5237995501277098,280.0,FEMA_4
g21047,0.1671440810910848,332.0,FEMA_4
g21049,-1.8672530646608707,600.0,FEMA_4
g21051,1.070852264788308,216.0,FEMA_4
g21053,0.08679871321408661,345.0,FEMA_4
g21055,0.3655261049837498,302.0,FEMA_4
g21057,1.9023316023012444,140.0,FEMA_4
g21059,-1.176560675064923,521.0,FEMA_4
g21061,-0.5871976438740221,438.0,FEMA_4
g21063,4.5573116653535495,29.0,FEMA_4
g21065,0.7225520623338039,260.0,FEMA_4
g21067,-0.7953405354956581,468.0,FEMA_4
g21069,-2.9154813975895193,657.0,FEMA_4
g21071,1.0064266876203085,228.0,FEMA_4
g21073,-1.3627404213418386,541.0,FEMA_4
g21075,0.8592188378394758,243.0,FEMA_4
g21077,0.18816669315808815,329.0,FEMA_4
g21079,-3.1022093625624447,670.0,FEMA_4
g21081,-3.5807465816853474,685.0,FEMA_4
g21083,-0.5895970407176387,439.0,FEMA_4
g21085,-0.8609897663206408,478.0,FEMA_4
g21087,0.23189278527744445,321.0,FEMA_4
g21089,-1.1702125397856817,519.0,FEMA_4
g21091,-2.3626644062093445,633.0,FEMA_4
g21093,-2.1699630733365027,618.0,FEMA_4
g21095,1.6316322568161392,155.0,FEMA_4
g21097,-0.27164118958100525,391.0,FEMA_4
g21099,-0.0037913119229409653,356.0,FEMA_4
g21101,-1.2250606765416345,525.0,FEMA_4
g21103,-1.2727194805919542,529.0,FEMA_4
g21105,3.664705062004765,48.0,FEMA_4
g21107,0.051617149380306954,352.0,FEMA_4
g21109,0.32090640965371264,309.0,FEMA_4
g21111,-0.08063225239789251,367.0,FEMA_4
g21113,-2.21724540320768,624.0,FEMA_4
g21115,-0.7185644753880414,457.0,FEMA_4
g21117,-2.8286248313341327,655.0,FEMA_4
g21119,-0.278613826264859,393.0,FEMA_4
g21121,2.367383287948366,112.0,FEMA_4
g21123,-1.8239537581542076,596.0,FEMA_4
g21125,-1.7493019412056239,593.0,FEMA_4
g21127,0.10869319370521846,343.0,FEMA_4
g21129,1.9175505993124689,136.0,FEMA_4
g21131,1.3079861928034153,187.0,FEMA_4
g21133,-0.03626497331657852,360.0,FEMA_4
g21135,-0.2171989434200492,383.0,FEMA_4
g21137,-1.074503181860634,503.0,FEMA_4
g21139,0.4300490086819273,295.0,FEMA_4
g21141,-1.4004331203216498,545.0,FEMA_4
g21143,4.210714130358054,36.0,FEMA_4
g21145,-0.09628402312314388,370.0,FEMA_4
g21147,1.447179799029335,175.0,FEMA_4
g21149,-0.6196521907914088,442.0,FEMA_4
g21151,-1.2704206068013681,528.0,FEMA_4
g21153,1.5828344700536905,160.0,FEMA_4
g21155,-0.8158951797210986,469.0,FEMA_4
g21157,0.20459395087914656,324.0,FEMA_4
g21159,2.8939234530724622,76.0,FEMA_4
g21161,0.432750489116706,294.0,FEMA_4
g21163,-4.249534478581635,702.0,FEMA_4
g21165,2.839681111581753,77.0,FEMA_4
g21167,-2.0647280426605428,611.0,FEMA_4
g21169,-1.668075260870023,583.0,FEMA_4
g21171,1.0296778866772884,225.0,FEMA_4
g21173,-1.7243247836669156,590.0,FEMA_4
g21175,0.8364847025246015,249.0,FEMA_4
g21177,-0.3068664750954509,398.0,FEMA_4
g21179,-3.393834169445075,680.0,FEMA_4
g21181,0.3856883308309198,299.0,FEMA_4
g21183,-0.6294676034893405,446.0,FEMA_4
g21185,-7.150335457411482,735.0,FEMA_4
g21187,-1.0266454986515767,497.0,FEMA_4
g21189,6.558887348978193,14.0,FEMA_4
g21191,-3.4459816921537025,683.0,FEMA_4
g21193,0.6083035039952042,272.0,FEMA_4
g21195,-0.03349336896219168,359.0,FEMA_4
g21197,1.1776397455944203,199.0,FEMA_4
g21199,0.4402202284692841,292.0,FEMA_4
g21201,1.1524349534789824,202.0,FEMA_4
g21203,1.0163127585500205,227.0,FEMA_4
g21205,0.22751053867056759,322.0,FEMA_4
g21207,1.0597266006432728,218.0,FEMA_4
g21209,-4.406391374885748,705.0,FEMA_4
g21211,-2.349385052818479,630.0,FEMA_4
g21213,-2.2597458740604726,625.0,FEMA_4
g21215,-5.365246944301904,718.0,FEMA_4
g21217,-0.16199137477805065,378.0,FEMA_4
g21219,-0.6837175266302258,452.0,FEMA_4
g21221,-1.4529635474373355,554.0,FEMA_4
g21223,-2.1906856447378673,620.0,FEMA_4
g21225,-1.2935997220700983,533.0,FEMA_4
g21227,-1.4882879616922482,558.0,FEMA_4
g21229,-1.0468423485904688,499.0,FEMA_4
g21231,1.0802304027009617,213.0,FEMA_4
g21233,-1.1010035004050225,506.0,FEMA_4
g21235,1.44784174941268,174.0,FEMA_4
g21237,4.838677520325462,26.0,FEMA_4
g21239,-4.007000918464495,698.0,FEMA_4
g22001,-0.5455484371043127,313.0,FEMA_6
g22003,-1.1763356137168686,359.0,FEMA_6
g22005,-5.876265575034331,494.0,FEMA_6
g22007,-4.037860341771211,481.0,FEMA_6
g22009,1.347701209156409,136.0,FEMA_6
g22011,-3.0903965147304957,453.0,FEMA_6
g22013,0.8902522881536215,174.0,FEMA_6
g22015,-2.5851916588519215,434.0,FEMA_6
g22017,-0.5147491818200477,311.0,FEMA_6
g22019,-1.7745532814676692,390.0,FEMA_6
g22021,-2.0505307095921452,406.0,FEMA_6
g22023,-6.071157144735671,496.0,FEMA_6
g22025,-2.790253977807074,441.0,FEMA_6
g22027,-1.412909397182628,377.0,FEMA_6
g22029,0.6430149469605514,192.0,FEMA_6
g22031,-1.1412719596593788,357.0,FEMA_6
g22033,-1.8467888093817093,394.0,FEMA_6
g22035,2.470220237932778,66.0,FEMA_6
g22037,-2.2239247074426194,413.0,FEMA_6
g22039,-0.014859480520568513,264.0,FEMA_6
g22041,0.7331875420289471,184.0,FEMA_6
g22043,-3.1948863668844356,456.0,FEMA_6
g22045,-2.195614785814155,412.0,FEMA_6
g22047,-3.7244581330579143,475.0,FEMA_6
g22049,-0.3736462131805316,291.0,FEMA_6
g22051,-0.09974748596675315,270.0,FEMA_6
g22053,-1.7171669658313902,389.0,FEMA_6
g22055,-3.013457216446435,452.0,FEMA_6
g22057,-2.623116047723583,437.0,FEMA_6
g22059,-2.498711653072618,428.0,FEMA_6
g22061,-0.6482109471374315,321.0,FEMA_6
g22063,-4.644200080882592,487.0,FEMA_6
g22065,0.29835943333793924,221.0,FEMA_6
g22067,1.4947929698180706,127.0,FEMA_6
g22069,-0.40646274762985984,296.0,FEMA_6
g22071,0.1637525805614748,236.0,FEMA_6
g22073,-0.6647854883077083,324.0,FEMA_6
g22075,-5.639658096045362,493.0,FEMA_6
g22077,-2.028967808294324,402.0,FEMA_6
g22079,-0.03491115596304391,267.0,FEMA_6
g22081,-1.6865761718287193,386.0,FEMA_6
g22083,0.14761717466511826,238.0,FEMA_6
g22085,-2.3595580241589795,421.0,FEMA_6
g22087,-2.0691601031682705,407.0,FEMA_6
g22089,-4.532554666158511,486.0,FEMA_6
g22091,-0.7975554059589023,337.0,FEMA_6
g22093,-2.996030480039254,450.0,FEMA_6
g22095,-2.6839753592197293,440.0,FEMA_6
g22097,-0.325217757589099,289.0,FEMA_6
g22099,-2.538889060899343,431.0,FEMA_6
g22101,-1.7080406377638853,387.0,FEMA_6
