GEOID,sovi,rank,state_id
g13225,0.02011191256191963,81.0,g13
g13227,-1.724605676744004,120.0,g13
g13229,0.4832512534966327,69.0,g13
g13231,-4.760040600992389,154.0,g13
g13233,0.44072339682879813,71.0,g13
g13235,1.0440898569570678,52.0,g13
g13237,1.0202045234452908,54.0,g13
g13239,0.6445264005917635,68.0,g13
g13241,2.4711269010966195,20.0,g13
g13243,4.5876082297848235,7.0,g13
g13245,-2.0073155130752074,125.0,g13
g13247,-2.768108891422009,134.0,g13
g13249,-0.05334988120548079,85.0,g13
g13251,0.3401268188716895,73.0,g13
g13253,1.4943557286846625,35.0,g13
g13255,-2.242771177296567,128.0,g13
g13257,-0.9642595716758658,110.0,g13
g13259,7.176171707926522,2.0,g13
g13261,1.1405792861878692,48.0,g13
g13263,0.13586201667799336,78.0,g13
g13265,3.6957643736165022,11.0,g13
g13267,3.7350861376840405,10.0,g13
g13269,1.4914226402039097,36.0,g13
g13271,6.111128080887579,5.0,g13
g13273,1.9633420329819007,25.0,g13
g13275,0.7584856723662834,63.0,g13
g13277,0.8519419846292027,59.0,g13
g13279,1.8591531467335634,26.0,g13
g13281,1.3670072407566278,40.0,g13
g13283,1.2781409451824408,42.0,g13
g13285,-1.2757826621816244,114.0,g13
g13287,1.0829367467607771,51.0,g13
g13289,1.606488932258415,34.0,g13
g13291,1.8457996550397189,28.0,g13
g13293,-0.6570851473705216,97.0,g13
g13295,-2.315106577203025,129.0,g13
g13297,-3.1552080828185667,142.0,g13
g13299,1.1411781895446729,47.0,g13
g13301,2.777288282543382,17.0,g13
g13303,1.643405401535236,32.0,g13
g13305,-0.0796277284479247,86.0,g13
g13307,1.6066890142016748,33.0,g13
g13309,6.614070903039667,4.0,g13
g13311,-1.1964933487587814,113.0,g13
g13313,2.133933277536495,22.0,g13
g13315,4.541451865493226,8.0,g13
g13317,-0.8571308360890271,103.0,g13
g13319,0.38215923521658957,72.0,g13
g13321,-0.4028686881348901,94.0,g13
g16001,0.07986858838780073,25.0,g16
g16003,-0.07053553999293882,27.0,g16
g16005,0.1524906345843538,23.0,g16
g16007,-0.17987559479132859,30.0,g16
g16009,0.42784362291203215,21.0,g16
g16011,0.09467638099942739,24.0,g16
g16013,-0.37938321595618224,31.0,g16
g16015,-0.13130740262277774,28.0,g16
g16017,-0.3872956614665122,32.0,g16
g16019,-1.1055024024383422,34.0,g16
g16021,-0.0013060159045804598,26.0,g16
g16023,-0.13883537438100912,29.0,g16
g16025,-1.4166825026962586,36.0,g16
g16027,3.178397810025224,3.0,g16
g16029,-3.435915849504498,39.0,g16
g16031,1.1768347638013386,15.0,g16
g16033,1.6592029399734969,13.0,g16
g16035,1.138297554956398,16.0,g16
g16037,-3.1194506463304834,38.0,g16
g16039,3.0231166831705307,4.0,g16
g16041,-5.4397424415110045,43.0,g16
g16043,-5.054223636629751,42.0,g16
g16045,2.7307212365754254,6.0,g16
g16047,0.8134141484785552,18.0,g16
g16049,2.2683163453867174,11.0,g16
g16051,-3.799909019833747,40.0,g16
g16053,2.7439397405659447,5.0,g16
g16055,-0.39352178362467755,33.0,g16
g16057,0.8109869950019921,19.0,g16
g16059,1.2763934146403306,14.0,g16
g16061,2.4543893875761165,9.0,g16
g16063,0.5334753262487306,20.0,g16
g16065,-1.3831867169211662,35.0,g16
g16067,0.996691651897611,17.0,g16
g16069,2.6475358120290484,7.0,g16
g16071,-2.526902105469577,37.0,g16
g16073,3.7644374942193517,1.0,g16
g16075,2.530851884560657,8.0,g16
g16077,0.25103496465743713,22.0,g16
g16079,2.367067102621231,10.0,g16
g16081,-4.866125303785616,41.0,g16
g16083,1.8739331444306018,12.0,g16
g16085,-5.615777455817446,44.0,g16
g16087,3.7533584255953274,2.0,g16
g17001,-0.23742868998078778,55.0,g17
g17003,1.1699824329041149,26.0,g17
g17005,-0.08281164419795647,52.0,g17
g17007,-0.37834445663353783,62.0,g17
g17009,0.23734994547331328,45.0,g17
g17011,-0.008314534225352617,51.0,g17
g17013,0.06865057318136152,49.0,g17
g17015,0.8659938796962735,31.0,g17
g17017,-0.2818685528911298,58.0,g17
g17019,1.837208395094596,18.0,g17
g17021,0.23808230435341035,44.0,g17
g17023,0.10268847510952883,48.0,g17
g17025,3.085355384745982,11.0,g17
g17027,-2.2164692003658786,90.0,g17
g17029,0.37354894391366167,40.0,g17
g17031,-0.8709062487402494,68.0,g17
g17033,2.957006447482598,12.0,g17
g17035,-0.1865468942548559,54.0,g17
g17037,-1.8710806247786071,85.0,g17
g17039,-1.687306540531396,81.0,g17
g17041,-1.8361763164040266,84.0,g17
g17043,-4.472582298200218,97.0,g17
g17045,0.6126988463753402,36.0,g17
g17047,0.6545834361324327,34.0,g17
g17049,-2.0158596005270177,88.0,g17
g17051,1.0663937037790825,27.0,g17
g17053,-0.9482112726591111,71.0,g17
g17055,2.2626338280176466,15.0,g17
g17057,0.3616382975217479,41.0,g17
g17059,5.3818139443123805,3.0,g17
g17061,0.20557583897509085,47.0,g17
g17063,-3.8671269984834593,95.0,g17
g17065,3.463398486441363,9.0,g17
g17067,0.5258591308617474,38.0,g17
g17069,8.078314937616954,1.0,g17
g17071,0.9497522245051183,30.0,g17
g17073,-1.5780533116545634,80.0,g17
g17075,-0.61089978514078,64.0,g17
g17077,5.878019372073201,2.0,g17
g17079,-0.5442975567090488,63.0,g17
g17081,1.9333645992985842,17.0,g17
g17083,-2.1338364789180355,89.0,g17
g17085,1.370723246958541,23.0,g17
g17087,3.449026120358115,10.0,g17
g17089,-5.3416526161321904,99.0,g17
g17091,-1.6906262395242369,82.0,g17
g17093,-7.6725624004196815,102.0,g17
g17095,0.7932998443260562,33.0,g17
g17097,-4.805932479134526,98.0,g17
g17099,-1.4725584444266233,77.0,g17
g17101,4.043827300623641,6.0,g17
g17103,-1.0819278762854905,74.0,g17
g17105,-0.6745040562406092,65.0,g17
g17107,0.34679452224408713,42.0,g17
g17109,2.4573110398501887,14.0,g17
g17111,-5.7025021406292185,101.0,g17
g17113,-1.8073591756287268,83.0,g17
g17115,-0.33059104830262037,60.0,g17
g17117,-1.0680145984224214,73.0,g17
g17119,-1.5525511429792536,78.0,g17
g17121,1.194051536321948,25.0,g17
g17123,-0.6985556405046998,67.0,g17
g17125,1.4509669075594713,21.0,g17
g17127,1.0434010309836481,28.0,g17
g17129,-1.9078597428592337,87.0,g17
g17131,-1.5533491744082362,79.0,g17
g17133,-4.445782772208972,96.0,g17
g17135,0.5810066909510763,37.0,g17
g17137,-0.23917223375350882,56.0,g17
g17139,-1.8964758271648723,86.0,g17
g17141,-2.912116203045138,93.0,g17
g17143,0.0138057372603142,50.0,g17
g17145,4.399719470948209,4.0,g17
g17147,-2.70090308369418,92.0,g17
g17149,2.934385306613448,13.0,g17
g17151,3.759979485522486,7.0,g17
g17153,4.3058851521521975,5.0,g17
g17155,0.30011697067598625,43.0,g17
g17157,1.3211904430684749,24.0,g17
g17159,0.40065549640889553,39.0,g17
g17161,-0.9498602895490371,72.0,g17
g17163,-0.9356058509915626,70.0,g17
g17165,3.5063909692415924,8.0,g17
g17167,-1.355070704691455,76.0,g17
g17169,1.7055635342653224,20.0,g17
g17171,-0.3711017086296351,61.0,g17
g17173,-0.11044108961103355,53.0,g17
g17175,-0.679647387961271,66.0,g17
g17177,-0.2659240528969212,57.0,g17
g17179,-2.5983740719256603,91.0,g17
g17181,1.4062765968518636,22.0,g17
g17183,0.6297266723927252,35.0,g17
g17185,0.2358137394301954,46.0,g17
g17187,0.9519018827981571,29.0,g17
g17189,-0.907524570697129,69.0,g17
g17191,0.8654924236873964,32.0,g17
g17193,1.7471103185407033,19.0,g17
g17195,-0.28812297169062484,59.0,g17
g17197,-5.588312213049098,100.0,g17
g17199,1.9990678181570445,16.0,g17
g17201,-1.258085921415018,75.0,g17
g17203,-3.86259611957099,94.0,g17
g23001,-0.1778673261963139,23.0,g23g33g25
g23003,0.9066918432864244,15.0,g23g33g25
g23005,-0.32361998920045265,24.0,g23g33g25
g23007,0.031540549169438895,18.0,g23g33g25
g23009,-0.09241548007775525,22.0,g23g33g25
g23011,-0.012387810017398497,20.0,g23g33g25
g23013,-0.020945295945623037,21.0,g23g33g25
g23015,1.159285813404766,10.0,g23g33g25
g23017,0.9678327473507092,13.0,g23g33g25
g23019,-1.3745640744533079,31.0,g23g33g25
g23021,2.565327116784946,5.0,g23g33g25
g23023,-2.3045774558289605,35.0,g23g33g25
g23025,0.9843022008395627,12.0,g23g33g25
g23027,-1.1816819470722124,27.0,g23g33g25
g23029,5.011945450383564,2.0,g23g33g25
g23031,-2.2028194653098625,33.0,g23g33g25
g25001,2.3955296958994508,6.0,g23g33g25
g25003,2.383504922473515,7.0,g23g33g25
g25005,3.966438791768227,3.0,g23g33g25
g25007,1.0011966776548893,11.0,g23g33g25
g25009,3.111056119327478,4.0,g23g33g25
g25011,-0.3868704341279855,25.0,g23g33g25
g25013,7.190999137878127,1.0,g23g33g25
g25015,-1.2116826125149494,28.0,g23g33g25
g25017,-1.2163250597956632,29.0,g23g33g25
g25019,-6.728243772286748,40.0,g23g33g25
g25021,0.02070072793943467,19.0,g23g33g25
g25023,0.7931892253075999,16.0,g23g33g25
g25025,2.0087132139781447,8.0,g23g33g25
g25027,0.9509460958321209,14.0,g23g33g25
g29001,0.23571329945312638,56.0,g29
g29003,-0.5063974571273178,72.0,g29
g29005,-0.21806664891312327,69.0,g29
g29007,0.0881290273010725,59.0,g29
g29009,0.06413653183978486,60.0,g29
g29011,-0.058751688156105285,63.0,g29
g29013,-0.05229975221228699,62.0,g29
g29015,2.4081090208231095,22.0,g29
g29017,-3.494699712870012,103.0,g29
g29019,-1.1314348432396366,80.0,g29
g29021,0.5353714071188722,51.0,g29
g29023,2.390708779330671,24.0,g29
g29025,-1.9787085392881163,90.0,g29
g29027,-3.0465986930850537,102.0,g29
g29029,1.9502033134273853,29.0,g29
g29031,-0.40343443614657093,70.0,g29
g29033,-1.617539602995055,85.0,g29
g29035,3.0800672766178794,12.0,g29
g29037,-3.766414731815601,107.0,g29
g29039,1.6911481610354235,30.0,g29
g29041,1.2306121333367979,35.0,g29
g29043,-4.3555815831021105,109.0,g29
g29045,-1.6939916049701988,86.0,g29
g29047,-2.61274144311606,97.0,g29
g29049,-2.2632361651572817,95.0,g29
g29051,-1.8042021239096637,87.0,g29
g29053,-1.8243382230460636,88.0,g29
g29055,-0.10554570773315769,65.0,g29
g29057,0.8722606011980906,46.0,g29
g29059,-2.0670111416793606,92.0,g29
g29061,-1.9246666251764855,89.0,g29
g29063,-7.345287446596769,115.0,g29
g29065,-0.20189487610431162,68.0,g29
g29067,-1.1747215186141684,81.0,g29
g29069,4.309969440617121,4.0,g29
g29071,-3.574108758956333,105.0,g29
g29073,1.000789354502809,41.0,g29
g29075,2.46152852910786,21.0,g29
g29077,0.528102760303947,52.0,g29
g29079,1.1986210717167356,36.0,g29
g29081,-0.19590567916598028,67.0,g29
g29083,1.0562903909610324,39.0,g29
g29085,5.7120397804261,3.0,g29
g29087,2.5049589797965623,20.0,g29
g29089,-0.10241323074251596,64.0,g29
g29091,0.8589696261244559,47.0,g29
g29093,2.03927299502641,28.0,g29
g29095,2.506851498301484,19.0,g29
g29097,2.5542156268240013,18.0,g29
g29099,-5.073682547329216,112.0,g29
g29101,-2.2624367866576613,94.0,g29
g29103,1.1490945079250865,38.0,g29
g29105,-0.837750366726401,77.0,g29
g29107,-2.4677401488017217,96.0,g29
g29109,1.1834051166166177,37.0,g29
g29111,0.49993632088712436,55.0,g29
g29113,-4.828580202741669,111.0,g29
g29115,0.8847152361773503,45.0,g29
g29117,2.6907470952601917,16.0,g29
g29119,3.6189178016254746,7.0,g29
g29121,2.2350805018129924,26.0,g29
g29123,0.8029111184295411,48.0,g29
g29125,-1.1283282179329361,79.0,g29
g29127,1.5567593294504138,32.0,g29
g29129,2.744841009586837,15.0,g29
g29131,0.512006253326801,53.0,g29
g29133,-0.10700392452707086,66.0,g29
g29135,-2.0687306761788067,93.0,g29
g29137,0.6723208216266745,49.0,g29
g29139,0.5056273898637598,54.0,g29
g29141,2.6544161568259574,17.0,g29
g29143,3.5092297157031767,8.0,g29
g29145,1.2310089585190152,34.0,g29
g29147,-0.710409293259618,76.0,g29
g29149,1.3690633772431158,33.0,g29
g29151,-5.968117148827635,113.0,g29
g29153,1.5895785753348077,31.0,g29
g29155,4.037961155670993,5.0,g29
g29157,-3.011150595046116,101.0,g29
g29159,0.1396967896968132,58.0,g29
g29161,-1.2521619733971237,82.0,g29
g29163,-1.0965839520949212,78.0,g29
g29165,-3.664482017979079,106.0,g29
g29167,-1.491272199381819,83.0,g29
g29169,-2.647714972350016,99.0,g29
g29171,0.6041165160907259,50.0,g29
g29173,-2.6192331497887533,98.0,g29
g29175,-2.0470232003899795,91.0,g29
g29177,-3.5689188273152292,104.0,g29
g29179,3.0711172099298216,13.0,g29
g29181,2.167146846681022,27.0,g29
g29183,-6.163823217561674,114.0,g29
g29185,2.804166339648729,14.0,g29
g29186,-4.613707749033465,110.0,g29
g29187,-1.5000010125430538,84.0,g29
g29189,-0.44762879407798284,71.0,g29
g29195,2.2659199824034997,25.0,g29
g29197,1.014502444305191,40.0,g29
g29199,-0.5915463609709877,73.0,g29
g29201,0.8869615952236406,44.0,g29
g29203,0.9652185777417553,43.0,g29
g29205,0.997197143116666,42.0,g29
g29207,-0.6206288684658134,74.0,g29
g29209,3.175061694633999,10.0,g29
g29211,6.21504213736535,2.0,g29
g29213,3.162282014447504,11.0,g29
g29215,-0.047767945236060205,61.0,g29
g29217,3.455403190417824,9.0,g29
g29219,-2.8136357505084364,100.0,g29
g29221,-0.6290228439341432,75.0,g29
g29223,2.4059106310657477,23.0,g29
g29225,-3.8271939902281042,108.0,g29
g29227,3.770106127222823,6.0,g29
g29229,0.22880156079998432,57.0,g29
g29510,7.2763401157284875,1.0,g29
g33001,0.2726601513885746,17.0,g23g33g25
g33003,-0.47238749786388745,26.0,g23g33g25
g33005,-2.424054826798039,37.0,g23g33g25
g33007,1.329681565712096,9.0,g23g33g25
g33009,-2.3192631274948523,36.0,g23g33g25
g33011,-2.281936605888615,34.0,g23g33g25
g33013,-1.395712363722969,32.0,g23g33g25
g33015,-4.700845122667115,39.0,g23g33g25
g33017,-3.732862883282764,38.0,g23g33g25
g33019,-1.2569715249293933,30.0,g23g33g25
g36001,0.22165656712944445,30.0,g36
g36003,-0.09041388549808382,41.0,g36
g36005,0.9453535735978171,19.0,g36
g36007,0.15160220365791727,32.0,g36
g36009,0.009708787683660274,39.0,g36
g36011,0.010428137810412083,38.0,g36
g36013,0.13107836110043639,34.0,g36
g36015,3.353966186203542,4.0,g36
g36017,2.103423462509988,11.0,g36
g36019,-0.9298132193628631,45.0,g36
g36021,3.236026549080461,5.0,g36
g36023,0.18277894404622097,31.0,g36
g36025,3.476588412054489,3.0,g36
g36027,-2.999174641438536,52.0,g36
g36029,2.053717336057613,12.0,g36
g36031,1.3792421260922267,14.0,g36
g36033,-5.990136606551813,61.0,g36
g36035,4.0282392777781295,1.0,g36
g36037,0.06965969648438164,36.0,g36
g36039,0.9293853577482407,20.0,g36
g36041,3.0125695273687936,6.0,g36
g36043,2.7841193878065007,8.0,g36
g36045,-1.4852564672115656,49.0,g36
g36047,1.207197526035778,16.0,g36
g36049,-1.3569504642339447,48.0,g36
g36051,-0.31239438417945625,42.0,g36
g36053,-1.3278303722492817,47.0,g36
g36055,1.0935741283436693,17.0,g36
g36057,3.8366154879761547,2.0,g36
g36059,-4.873088237497619,60.0,g36
g36061,0.7247169068436398,22.0,g36
g36063,1.5963638039547492,13.0,g36
g36065,2.9669060843954966,7.0,g36
g36067,0.6242309790953636,24.0,g36
g36069,0.3464279712437748,29.0,g36
g36071,-4.357263741205858,57.0,g36
g36073,0.8642046668898931,21.0,g36
g36075,-0.6586793117517356,43.0,g36
g36077,2.546081467073268,9.0,g36
g36079,-6.725365390562333,62.0,g36
g36081,-3.0032632735541442,53.0,g36
g36083,0.5574590480865929,25.0,g36
g36085,-3.32879455948812,55.0,g36
g36087,-4.120180748293221,56.0,g36
g36089,0.37089312137488206,28.0,g36
g36091,-3.1601862688173985,54.0,g36
g36093,0.7132265278505351,23.0,g36
g36095,-0.869422193427402,44.0,g36
g36097,0.13252629078672662,33.0,g36
g36099,0.3985426022736798,27.0,g36
g36101,1.0913969531462604,18.0,g36
g36103,-4.844253837236907,59.0,g36
g36105,0.44426092718435856,26.0,g36
g36107,-1.246104191880939,46.0,g36
g36109,-4.594243480900408,58.0,g36
g36111,0.0924332388382329,35.0,g36
g36113,1.3742764578667868,15.0,g36
g36115,-0.001192769585309894,40.0,g36
g36117,0.059218833548939726,37.0,g36
g36119,-2.6390015972677583,50.0,g36
g36121,-2.928378300415429,51.0,g36
g36123,2.177148005179409,10.0,g36
g46003,0.3666083770965115,27.0,g46
g46005,0.8739486555939493,19.0,g46
g46007,0.18831280941485729,29.0,g46
g46009,-0.12041296402892031,36.0,g46
g46011,-0.02901178916271322,33.0,g46
g46013,-0.045145497980488544,34.0,g46
g46015,-0.007224749216063808,32.0,g46
g46017,0.5622503263636757,23.0,g46
g46019,1.1722499405660223,16.0,g46
g46021,3.0555431474683923,7.0,g46
g46023,-0.04758651624661141,35.0,g46
g46025,-0.3718195913839376,38.0,g46
g46027,0.4543670709368979,24.0,g46
g46029,-1.9199654728520485,50.0,g46
g46031,1.1175438199177663,17.0,g46
g46033,2.242867572391631,10.0,g46
g46035,-2.014867414269135,51.0,g46
g46037,1.4872714947579035,15.0,g46
g46039,-1.3340801485754674,47.0,g46
g46041,1.854193982424074,12.0,g46
g46043,-3.1876129924123546,62.0,g46
g46045,-2.440430894488947,58.0,g46
g46047,5.002600133848385,3.0,g46
g46049,-0.9510125608961622,46.0,g46
g46051,-0.45674530337849406,39.0,g46
g46053,0.3980943635610329,25.0,g46
g46055,-2.5743325743734786,59.0,g46
g46057,-2.2306966437216307,55.0,g46
g46059,-0.8067808978306972,44.0,g46
g46061,-3.478432488314042,63.0,g46
g46063,-0.9179972286271723,45.0,g46
g46065,-2.229898798720204,54.0,g46
g46067,-2.2557385694232717,56.0,g46
g46069,1.76193238838229,14.0,g46
g46071,-0.6816652568813081,40.0,g46
g46073,1.9123746709275549,11.0,g46
g46075,3.094304686128799,6.0,g46
g46077,-1.4057794424431804,48.0,g46
g46079,-0.19046629963274744,37.0,g46
g46081,0.8236687200816322,22.0,g46
g46083,-5.618322787716651,66.0,g46
g46085,0.17083562680829356,30.0,g46
g46087,-3.500352073553043,64.0,g46
g46089,0.8356915485563572,20.0,g46
g46091,1.7710562167439519,13.0,g46
g46093,-0.7008879092859988,41.0,g46
g46095,2.4433064234987447,9.0,g46
g46097,-2.269277517601586,57.0,g46
g46099,3.612022221523235,5.0,g46
g46101,-2.8458764873337135,61.0,g46
g46103,0.32396815303622617,28.0,g46
g46105,-0.7424316443769536,42.0,g46
g46107,4.868725724966455,4.0,g46
g46109,0.833625357518194,21.0,g46
g46111,-0.7639770072949413,43.0,g46
g46113,6.085098315939413,1.0,g46
g46115,-1.719857512632979,49.0,g46
g46117,-2.212984453086451,52.0,g46
g46119,-2.581774235620628,60.0,g46
g46121,3.0038970543561447,8.0,g46
g46123,0.9225152701853151,18.0,g46
g46125,-2.2158593702939116,53.0,g46
g46127,-5.42907690161987,65.0,g46
g46129,0.3975637856769088,26.0,g46
g46135,0.03827522423956192,31.0,g46
g46137,5.072793038719648,2.0,g46
g48001,0.6112662491752897,102.0,g48
g48003,-0.509601087960859,160.0,g48
g48005,0.09433407969842751,131.0,g48
g48007,0.025242428367170465,132.0,g48
g48009,-0.2438799875116942,148.0,g48
g48011,-0.023586863992709286,134.0,g48
g48013,-0.12693661053488,141.0,g48
g48015,-2.372443234346527,212.0,g48
g48017,-0.10719892534953179,136.0,g48
g48019,-2.7657291746916086,219.0,g48
g48021,-3.6542028775132844,227.0,g48
g48023,1.0644429799442254,87.0,g48
g48025,4.360087105111719,7.0,g48
g48027,0.2875413041520858,117.0,g48
g48029,1.0896589837470867,84.0,g48
g48031,-2.854997956873202,220.0,g48
g48033,-6.407733613543673,251.0,g48
g48035,0.44152458248391224,107.0,g48
g48037,2.109737657856569,53.0,g48
g48039,-2.991335832783123,222.0,g48
g48041,0.2521438450998854,121.0,g48
g48043,-1.8710807162931704,201.0,g48
g48045,1.07592563514214,85.0,g48
g48047,8.374642695031842,1.0,g48
g48049,0.4430357843726649,106.0,g48
g48051,-0.8249291524696627,173.0,g48
g48053,-1.4596266869128078,191.0,g48
g48055,-0.2946192939936565,151.0,g48
g48057,-1.0267591213275735,180.0,g48
g48059,-2.2400235767382166,211.0,g48
g48061,2.1415232388761987,51.0,g48
g48063,1.2166371512182068,73.0,g48
g48065,-3.741017512000966,229.0,g48
g48067,3.2738523220607028,27.0,g48
g48069,-0.8646297155170117,174.0,g48
g48071,-5.878220147750433,250.0,g48
g48073,1.9926242228491118,57.0,g48
